Total, Raycast, Update_cache, Inflation, PointCloudNumber, CacheNumber, InflationNumber
0.000583756, 0.000475103, 0.000105568, 0, 8260, 1440, 0
0.000845039, 0.000746734, 9.4722e-05, 0, 7971, 1135, 0
0.000429733, 0.000349537, 7.7708e-05, 0, 8721, 1436, 0
0.000905832, 0.000799269, 0.00010328, 0, 8764, 1466, 0
0.000382811, 0.000311997, 6.9322e-05, 0, 8511, 1530, 0
0.0260293, 0.000302947, 4.8535e-05, 0, 8784, 1783, 0
0.000498877, 0.000420803, 7.6085e-05, 0, 8579, 1923, 0
0.000374257, 0.000309909, 6.1166e-05, 0, 8807, 2095, 0
0.000484678, 0.00040693, 7.5063e-05, 0, 8088, 2066, 0
0.000711856, 0.000451273, 0.000257501, 0, 8576, 2152, 0
0.0476098, 0.000878909, 6.9466e-05, 0, 8163, 2007, 0
0.000421565, 0.000333913, 8.5963e-05, 0, 8292, 2221, 0
0.000628274, 0.000531411, 9.5373e-05, 0, 8699, 2283, 0
0.000555452, 0.000461072, 9.2989e-05, 0, 8655, 2348, 0
0.000855383, 0.000684505, 0.000167798, 0, 8585, 2387, 0
0.0008222, 0.000688081, 0.000131139, 0, 8069, 2232, 0
0.000641388, 0.000523661, 0.000114647, 0, 8069, 2253, 0
0.0307299, 0.000468493, 0.000157819, 0, 8206, 2196, 0
0.000521133, 0.000451807, 6.6644e-05, 0, 8138, 2171, 0
0.000480212, 0.000419528, 5.9294e-05, 0, 8197, 2167, 0
0.000773902, 0.000698618, 7.3099e-05, 0, 7864, 2008, 0
0.00378208, 0.000922459, 9.7806e-05, 0, 8413, 1917, 0
0.000677397, 0.000536893, 0.000138121, 0, 8725, 1970, 0
0.000455769, 0.00040195, 5.2131e-05, 0, 8645, 2039, 0
0.00048943, 0.000421909, 6.6032e-05, 0, 7787, 1844, 0
0.0209324, 0.000466592, 9.2822e-05, 0, 8092, 1874, 0
0.000563286, 0.000434328, 0.000126675, 0, 7967, 1948, 0
0.000719644, 0.000591381, 0.000124789, 0, 7973, 2070, 0
0.000587708, 0.000466195, 0.000119229, 3.871e-06, 8090, 2053, 99
0.000580452, 0.000454992, 0.000122979, 4.169e-06, 7958, 2019, 99
0.000480203, 0.000396431, 8.1489e-05, 0, 8351, 2005, 0
0.000589087, 0.00046055, 0.00012675, 2.978e-06, 7886, 2156, 66
0.00073688, 0.000533801, 0.000201094, 5.658e-06, 8682, 2414, 132
0.000976088, 0.000598715, 0.000374593, 1.1414e-05, 8518, 2908, 264
0.0364999, 0.000755913, 0.000197886, 2.183e-06, 7739, 2328, 33
0.000933753, 0.000651413, 0.000279163, 0, 7999, 2683, 0
0.00120478, 0.000895941, 0.000306851, 2.878e-06, 7697, 2914, 33
0.035316, 0.000484987, 0.000289584, 4.565e-06, 8122, 2868, 66
0.000995437, 0.000502978, 0.000489384, 4.7629e-05, 7915, 3008, 132
0.000433916, 0.000335781, 9.6249e-05, 2.878e-06, 8281, 2615, 99
0.0018079, 0.000456639, 0.000242211, 3.175e-06, 8187, 2368, 33
0.000381922, 0.000304227, 7.5908e-05, 0, 8041, 2143, 0
0.000437831, 0.000354988, 8.1455e-05, 0, 8753, 2541, 0
0.000618698, 0.000452713, 0.000164397, 4.961e-06, 8685, 2608, 99
